"","X.1","X","price","lot_size","waterfront","age","land_value","construction","air_cond","fuel","heat","sewer","living_area","fireplaces","bathrooms","rooms","waterfront2","air_cond2","construction2","sewer2"
"263",263,263,209500,0.42,0,10,26200,0,1,2,2,2,1836,1,2.5,8,"No","Yes","No","Private"
"264",264,264,101000,0.17,0,18,15800,0,0,3,4,3,912,0,2,3,"No","No","No","Public"
"265",265,265,77500,0.16,0,19,15700,0,0,3,4,3,912,0,1.5,6,"No","No","No","Public"
"266",266,266,150500,0.31,0,16,27000,0,0,3,4,3,1527,1,2,7,"No","No","No","Public"
"267",267,267,167000,0.99,0,17,5700,0,0,3,4,2,1454,0,1.5,7,"No","No","No","Private"
"268",268,268,114000,0.26,0,26,4600,0,0,4,3,3,1700,1,1.5,4,"No","No","No","Public"
"269",269,269,160000,0.45,0,27,7000,0,0,3,4,3,1680,0,1,9,"No","No","No","Public"
"270",270,270,85000,0.49,0,0,13000,0,1,2,2,3,2401,1,2.5,10,"No","Yes","No","Public"
"271",271,271,143000,0.35,0,21,11000,0,0,3,4,3,1176,0,1,7,"No","No","No","Public"
"272",272,272,126000,0.4,0,24,9800,0,0,3,4,3,1344,1,1.5,7,"No","No","No","Public"
"273",273,273,140000,0.48,0,23,10400,0,0,3,4,3,1344,0,1.5,8,"No","No","No","Public"
"274",274,274,140000,0.35,0,9,13000,0,0,2,3,2,1714,0,2.5,8,"No","No","No","Private"
"275",275,275,205000,0.25,0,20,29000,0,0,2,2,3,1992,1,3,9,"No","No","No","Public"
"276",276,276,79900,0.12,0,19,18200,0,1,2,2,3,924,0,1,7,"No","Yes","No","Public"
"277",277,277,139000,0.09,0,24,17600,0,1,2,2,3,1290,1,1.5,3,"No","Yes","No","Public"
"278",278,278,190000,0.46,0,36,27400,0,0,2,3,3,2521,1,2.5,10,"No","No","No","Public"
"279",279,279,151500,0.71,0,58,22700,0,0,4,3,3,1377,1,1.5,7,"No","No","No","Public"
"280",280,280,97500,0.06,0,19,16400,0,1,2,2,3,1237,1,1.5,6,"No","Yes","No","Public"
"281",281,281,194500,0.61,0,41,32300,0,1,2,3,3,2310,1,2.5,7,"No","Yes","No","Public"
"282",282,282,195160,0.32,0,0,35000,0,0,2,2,3,1863,1,2.5,9,"No","No","No","Public"
"283",283,283,152500,0.37,0,26,37500,0,1,2,2,3,1693,1,1.5,8,"No","Yes","No","Public"
"284",284,284,159500,0.29,0,26,31400,0,1,2,2,3,1684,1,2.5,4,"No","Yes","No","Public"
"285",285,285,185000,0.95,0,16,40900,0,1,3,4,3,1585,1,1.5,4,"No","Yes","No","Public"
"286",286,286,240000,0.67,0,8,72400,0,1,2,2,3,2290,1,3,9,"No","Yes","No","Public"
"287",287,287,187900,0.4,0,32,30000,0,1,2,2,3,2464,1,2.5,9,"No","Yes","No","Public"
"288",288,288,262000,0.29,0,5,29000,0,1,2,2,3,2549,1,2.5,12,"No","Yes","No","Public"
"289",289,289,212500,0.35,0,6,36500,0,1,2,2,3,2316,1,2.5,7,"No","Yes","No","Public"
"290",290,290,220000,0.37,0,18,43000,0,1,2,2,2,2600,1,2.5,8,"No","Yes","No","Private"
"291",291,291,245000,0.53,0,15,65800,0,1,2,2,3,2677,1,2.5,10,"No","Yes","No","Public"
"292",292,292,120000,0.06,0,19,16400,0,1,3,4,3,1479,0,1.5,4,"No","Yes","No","Public"
"293",293,293,102500,0.15,0,16,18500,0,1,3,4,3,1138,0,1,7,"No","Yes","No","Public"
"294",294,294,136000,0.27,0,24,18900,0,0,2,3,3,1576,0,2.5,4,"No","No","No","Public"
"295",295,295,212500,0.43,0,10,52200,0,1,2,2,3,2084,1,2.5,9,"No","Yes","No","Public"
"296",296,296,205900,0.06,0,26,35900,0,1,2,2,3,1726,1,2,8,"No","Yes","No","Public"
"297",297,297,259900,1,0,2,49900,0,1,2,2,2,1851,2,2,4,"No","Yes","No","Private"
"298",298,298,191500,0.46,0,30,27400,0,0,2,2,3,2310,1,2.5,12,"No","No","No","Public"
"299",299,299,272500,0.03,0,0,56800,0,0,2,2,3,2930,1,2.5,12,"No","No","No","Public"
"300",300,300,191500,0.88,0,33,35900,0,0,2,3,3,2576,1,2.5,10,"No","No","No","Public"
"301",301,301,158000,0.55,0,36,30500,0,0,2,3,3,1664,1,2,8,"No","No","No","Public"
"302",302,302,195000,1,0,24,46000,0,0,3,4,2,1237,0,1.5,3,"No","No","No","Private"
"303",303,303,187500,0.43,0,29,31400,0,1,2,2,3,2662,1,2.5,9,"No","Yes","No","Public"
"304",304,304,160000,0.45,0,35,32300,0,0,2,2,3,1575,1,1.5,7,"No","No","No","Public"
"305",305,305,137500,0.1,0,12,18000,0,1,2,2,3,1566,0,1.5,7,"No","Yes","No","Public"
"306",306,306,109900,0.09,0,16,17600,0,1,2,2,3,1326,1,1.5,4,"No","Yes","No","Public"
"307",307,307,85000,0.09,0,18,17600,0,0,2,3,3,1480,0,1.5,8,"No","No","No","Public"
"308",308,308,184350,0.59,0,0,38400,0,0,2,2,3,2161,1,2.5,11,"No","No","No","Public"
"309",309,309,134500,0.16,0,10,18600,0,1,2,2,3,1352,1,1.5,3,"No","Yes","No","Public"
"310",310,310,154900,0.51,0,33,34600,0,1,2,2,3,1648,0,1.5,8,"No","Yes","No","Public"
"311",311,311,255000,0.46,0,25,60500,0,1,2,2,3,2936,1,3.5,12,"No","Yes","No","Public"
"312",312,312,238600,0.46,0,1,36400,0,0,2,2,3,2404,1,2.5,10,"No","No","No","Public"
"313",313,313,106000,0.42,0,36,30900,0,0,2,2,3,1738,0,1.5,9,"No","No","No","Public"
"314",314,314,625000,0.45,0,14,119500,0,1,2,2,3,5228,4,4,12,"No","Yes","No","Public"
"315",315,315,195000,0.55,0,34,30500,0,0,2,3,3,2576,1,2.5,12,"No","No","No","Public"
"316",316,316,168500,0.44,0,34,31800,0,0,2,2,3,1586,1,1.5,7,"No","No","No","Public"
"317",317,317,87000,0.06,0,19,16400,0,0,3,4,3,1480,0,1.5,5,"No","No","No","Public"
"318",318,318,215000,0.5,0,15,37000,0,0,2,2,3,1917,1,2.5,7,"No","No","No","Public"
"319",319,319,197500,0.3,0,30,24500,0,1,2,2,3,1938,1,1.5,9,"No","Yes","No","Public"
"320",320,320,215000,0.33,0,3,11600,0,1,2,2,3,2110,1,2.5,8,"No","Yes","No","Public"
"321",321,321,118000,0.14,0,19,18400,0,0,2,2,3,1479,0,1.5,5,"No","No","No","Public"
"322",322,322,187900,0.69,0,34,34700,0,0,2,3,3,2576,1,2.5,9,"No","No","No","Public"
"323",323,323,275000,0.38,0,18,60800,0,1,2,2,3,2445,2,2.5,9,"No","Yes","No","Public"
"324",324,324,249900,0.74,0,14,73800,0,1,2,2,3,2185,1,2.5,7,"No","Yes","No","Public"
"325",325,325,270000,0.38,0,18,82800,0,1,3,2,2,2078,1,2.5,8,"No","Yes","No","Private"
"326",326,326,157900,0.38,0,37,29100,0,0,2,2,3,1674,1,1.5,5,"No","No","No","Public"
"327",327,327,120000,0.29,0,19,20300,0,0,3,4,3,1228,0,1.5,9,"No","No","No","Public"
"328",328,328,126400,0.28,0,22,19500,0,1,3,4,3,1375,1,1.5,7,"No","Yes","No","Public"
"329",329,329,220000,0.54,0,16,30200,0,1,2,2,3,1650,1,2,5,"No","Yes","No","Public"
"330",330,330,180000,0.26,0,31,21900,0,1,2,2,3,1718,1,1.5,9,"No","Yes","No","Public"
"331",331,331,203600,0.59,0,33,31700,0,0,2,3,3,2576,1,2.5,9,"No","No","No","Public"
"332",332,332,249900,0.37,0,4,37500,0,0,2,2,3,2280,1,2.5,7,"No","No","No","Public"
"333",333,333,193000,0.4,0,18,25000,0,0,2,3,3,2088,1,2.5,10,"No","No","No","Public"
"334",334,334,215000,0.5,0,15,37000,0,0,2,2,3,1917,1,2.5,9,"No","No","No","Public"
"335",335,335,201000,0.54,0,29,30200,0,0,2,3,3,3140,1,3.5,10,"No","No","No","Public"
"336",336,336,65000,0.22,0,73,6900,0,0,2,2,2,1029,0,1,4,"No","No","No","Private"
"337",337,337,195000,0.35,0,36,39800,0,1,2,2,3,1896,1,2.5,7,"No","Yes","No","Public"
"338",338,338,215900,0.52,0,38,29600,0,0,2,3,3,2310,1,2.5,9,"No","No","No","Public"
"339",339,339,92000,0.31,0,17,19600,0,0,3,4,3,924,1,1,6,"No","No","No","Public"
"340",340,340,155000,0.38,0,25,38000,0,1,2,4,3,2080,1,2.5,9,"No","Yes","No","Public"
"341",341,341,123500,0.08,0,22,17200,0,1,3,4,3,1237,1,1.5,4,"No","Yes","No","Public"
"342",342,342,110400,0.1,0,29,18000,0,1,2,2,3,1287,0,1.5,5,"No","Yes","No","Public"
"343",343,343,198900,0.44,0,18,33200,0,0,2,3,3,1847,1,2.5,7,"No","No","No","Public"
"344",344,344,150000,0.26,0,49,41900,0,1,2,2,2,1064,0,1,8,"No","Yes","No","Private"
"345",345,345,104000,0.07,0,18,16800,0,1,2,2,3,1480,1,1.5,4,"No","Yes","No","Public"
"346",346,346,245000,0.48,0,23,48500,0,1,2,2,3,2462,2,3.5,8,"No","Yes","No","Public"
"347",347,347,180000,0.41,0,17,25400,0,0,2,3,3,2228,1,2.5,7,"No","No","No","Public"
"348",348,348,154300,0.42,0,61,14700,0,0,2,3,2,1260,0,1,8,"No","No","No","Private"
"349",349,349,170000,0.45,0,30,30000,0,0,2,2,3,1559,1,2.5,5,"No","No","No","Public"
"350",350,350,219000,0.6,0,25,71000,0,1,2,2,3,1980,1,2.5,10,"No","Yes","No","Public"
"351",351,351,295000,0.95,0,9,78000,0,0,2,2,2,2380,1,2.5,6,"No","No","No","Private"
"352",352,352,181500,0.56,0,27,30800,0,0,2,3,3,1887,1,2.5,8,"No","No","No","Public"
"353",353,353,260000,1.25,0,133,43500,0,0,2,3,2,2185,1,1.5,11,"No","No","No","Private"
"354",354,354,239900,0.7,0,15,69400,0,1,3,4,3,2488,1,2.5,7,"No","Yes","No","Public"
"355",355,355,135500,0.67,0,56,21100,0,0,2,2,2,1152,0,2,3,"No","No","No","Private"
"356",356,356,191500,0.66,0,15,32100,0,0,2,3,3,2025,1,2.5,9,"No","No","No","Public"
"357",357,357,225000,0.62,0,37,32600,0,0,2,3,3,2521,1,2.5,12,"No","No","No","Public"
"358",358,358,98500,0.08,0,18,17200,0,1,2,2,3,1480,0,1.5,4,"No","Yes","No","Public"
"359",359,359,110500,0.08,0,17,17200,0,1,2,2,3,1480,1,1.5,5,"No","Yes","No","Public"
"360",360,360,290000,0.51,0,7,39100,0,0,2,2,3,2362,1,2.5,8,"No","No","No","Public"
"361",361,361,184400,0.28,0,31,23200,0,1,2,2,3,1910,1,1.5,7,"No","Yes","No","Public"
"362",362,362,178500,1,0,12,32000,0,0,4,2,2,1952,2,2,9,"No","No","No","Private"
"363",363,363,415000,0.58,0,9,86400,0,1,2,2,3,3358,1,3.5,12,"No","Yes","No","Public"
"364",364,364,244900,0.43,0,26,39000,0,1,2,2,3,2090,1,2.5,7,"No","Yes","No","Public"
"365",365,365,150000,0.55,0,35,33000,0,1,2,2,3,1965,1,2,11,"No","Yes","No","Public"
"366",366,366,168000,0.49,0,33,34100,0,1,2,2,3,2110,1,1.5,9,"No","Yes","No","Public"
"367",367,367,159000,0.39,0,43,29600,0,0,2,2,2,1456,0,2.5,9,"No","No","No","Private"
"368",368,368,127000,0.06,0,18,16400,0,0,2,2,3,1479,0,1.5,7,"No","No","No","Public"
"369",369,369,175000,0.46,0,29,27400,0,0,2,3,3,1874,1,2.5,7,"No","No","No","Public"
"370",370,370,255250,0.5,0,0,17500,0,0,2,2,3,2099,1,2.5,8,"No","No","No","Public"
"371",371,371,175000,0.6,0,33,32000,0,0,2,3,3,1872,1,2.5,8,"No","No","No","Public"
"372",372,372,235000,0.41,0,17,44300,0,1,3,4,3,2388,1,2.5,11,"No","Yes","No","Public"
"373",373,373,324000,0.53,0,18,65800,0,1,2,2,3,2812,1,2.5,12,"No","Yes","No","Public"
"374",374,374,173000,0.21,0,11,19100,0,0,2,2,3,1064,1,2,4,"No","No","No","Public"
"375",375,375,116900,0.06,0,20,16400,0,1,2,2,3,1375,0,1.5,7,"No","Yes","No","Public"
"376",376,376,105900,0.09,0,19,17600,0,0,3,2,3,1480,0,1.5,5,"No","No","No","Public"
"377",377,377,112000,0.13,0,25,18300,0,1,2,2,3,1260,1,1.5,5,"No","Yes","No","Public"
"378",378,378,235000,0.72,0,15,40300,0,1,2,2,3,2086,1,2.5,5,"No","Yes","No","Public"
"379",379,379,235000,1,0,9,43900,0,0,4,2,2,2588,1,2.5,12,"No","No","No","Private"
"380",380,380,130000,0.18,0,18,18800,0,0,3,4,3,1480,0,1.5,4,"No","No","No","Public"
"381",381,381,235000,0.74,0,10,35700,0,0,2,2,3,1752,1,2.5,7,"No","No","No","Public"
"382",382,382,191900,0.48,0,32,28200,0,0,2,3,3,2660,1,2.5,11,"No","No","No","Public"
"383",383,383,284900,0.58,0,20,69500,0,1,2,2,3,2417,1,2.5,9,"No","Yes","No","Public"
"384",384,384,335000,0.01,0,21,79100,0,1,2,2,3,2793,1,2.5,7,"No","Yes","No","Public"
"385",385,385,140000,1,0,78,21200,0,0,4,3,2,1152,0,1,6,"No","No","No","Private"
"386",386,386,191000,0.41,0,29,25400,0,0,2,3,3,2344,1,2.5,9,"No","No","No","Public"
"387",387,387,153000,0.51,0,33,34600,0,1,2,2,3,1926,1,1.5,6,"No","Yes","No","Public"
"388",388,388,196000,0.55,0,35,34800,0,1,2,2,3,2208,1,2.5,9,"No","Yes","No","Public"
"389",389,389,248000,0.46,0,16,60500,0,1,2,2,3,2208,1,2.5,7,"No","Yes","No","Public"
"390",390,390,240000,0.6,0,35,32000,0,0,2,3,3,2708,2,2.5,12,"No","No","No","Public"
"391",391,391,132000,0.19,0,18,18900,0,1,2,2,3,1142,0,1.5,6,"No","Yes","No","Public"
"392",392,392,199000,1.42,0,32,48300,0,1,2,2,2,2529,1,2,7,"No","Yes","No","Private"
"393",393,393,217000,0.69,0,20,35500,0,0,3,4,2,1797,0,2,9,"No","No","No","Private"
"394",394,394,167000,0.51,0,31,34600,0,0,2,2,3,1611,1,1.5,4,"No","No","No","Public"
"395",395,395,245000,0.29,0,13,31400,0,1,2,2,3,2576,1,2.5,10,"No","Yes","No","Public"
"396",396,396,358000,0.06,0,10,79600,0,1,2,2,2,2653,0,2.5,10,"No","Yes","No","Private"
"397",397,397,412500,0.6,0,13,88000,0,1,2,3,3,3896,2,4.5,12,"No","Yes","No","Public"
"398",398,398,208000,0.53,0,16,37500,0,1,2,2,3,1585,1,1,6,"No","Yes","No","Public"
"399",399,399,270000,0.38,0,10,38000,0,1,2,2,3,2774,1,2.5,8,"No","Yes","No","Public"
"400",400,400,100000,0.74,0,54,28300,0,0,2,2,2,1283,1,1,3,"No","No","No","Private"
"401",401,401,130000,0.56,0,29,34800,0,0,4,2,2,1136,0,1,6,"No","No","No","Private"
"402",402,402,182500,0.71,0,32,35100,0,0,2,3,3,1896,1,2.5,6,"No","No","No","Public"
"403",403,403,139000,2.84,0,55,60200,0,0,2,3,2,1536,1,1,7,"No","No","No","Private"
"404",404,404,104000,0.09,0,19,17600,0,0,3,4,3,1480,1,1.5,5,"No","No","No","Public"
"405",405,405,221000,0.52,0,14,37300,0,1,2,2,3,2096,1,2.5,8,"No","Yes","No","Public"
"406",406,406,260000,1,0,8,40200,0,1,2,2,3,2324,0,2.5,7,"No","Yes","No","Public"
"407",407,407,182500,0.5,0,29,29000,0,0,2,3,3,2079,1,2.5,7,"No","No","No","Public"
"408",408,408,196000,0.43,0,33,31400,0,1,2,2,3,1911,1,1.5,10,"No","Yes","No","Public"
"409",409,409,132000,0.09,0,18,17600,0,1,2,2,3,1480,1,1.5,7,"No","Yes","No","Public"
"410",410,410,224900,0.11,0,25,32900,0,0,2,3,2,2208,1,2.5,10,"No","No","No","Private"
"411",411,411,199900,0.24,0,9,28000,0,0,2,2,3,1462,0,2.5,7,"No","No","No","Public"
"412",412,412,165835,0.39,0,38,29600,0,0,2,2,2,1794,1,1.5,10,"No","No","No","Private"
"413",413,413,189000,0.8,0,38,35500,0,0,2,3,3,1886,1,2.5,9,"No","No","No","Public"
"414",414,414,89900,0.19,0,19,13300,0,0,3,4,3,1080,0,1.5,7,"No","No","No","Public"
"415",415,415,235000,0.59,0,34,31700,0,1,2,3,3,2576,1,3,11,"No","Yes","No","Public"
"416",416,416,166000,0.48,0,26,31200,0,0,2,3,3,1508,1,1.5,5,"No","No","No","Public"
"417",417,417,153100,0.46,0,35,32700,0,0,2,2,3,1672,1,1,5,"No","No","No","Public"
"418",418,418,162000,0.4,0,35,30000,0,1,2,2,3,1739,1,1.5,9,"No","Yes","No","Public"
"419",419,419,224000,0.52,0,40,29600,0,0,2,3,2,3074,1,2.5,12,"No","No","No","Private"
"420",420,420,222400,0.86,0,3,35600,0,0,2,2,2,1976,1,2.5,8,"No","No","No","Private"
"421",421,421,199000,0.46,0,37,27400,0,0,2,3,3,2302,1,2.5,8,"No","No","No","Public"
"422",422,422,166000,0.95,0,13,9500,0,1,2,2,2,1480,1,2,4,"No","Yes","No","Private"
"423",423,423,149900,0.63,0,11,17900,0,0,2,3,3,960,0,2,5,"No","No","No","Public"
"424",424,424,152000,0.42,0,16,17400,0,0,3,4,2,1582,0,1.5,8,"No","No","No","Private"
"425",425,425,162500,0.34,0,154,11900,0,0,4,2,3,1600,0,1,7,"No","No","No","Public"
"426",426,426,274900,0.5,0,5,4000,0,0,2,2,3,2320,0,2.5,9,"No","No","No","Public"
"427",427,427,100000,0.2,0,14,7200,0,0,2,3,3,1034,0,1.5,5,"No","No","No","Public"
"428",428,428,215000,2.96,0,19,11000,0,0,3,4,2,1488,0,1.5,8,"No","No","No","Private"
"429",429,429,124000,1,0,17,3500,0,0,3,4,2,1056,0,1,8,"No","No","No","Private"
"430",430,430,125000,1,0,128,16200,0,0,4,2,2,864,0,1,6,"No","No","No","Private"
"431",431,431,138000,1,0,19,17600,0,0,3,4,2,1552,1,2,4,"No","No","No","Private"
"432",432,432,225000,0.52,0,11,18200,0,0,2,2,3,1816,1,1.5,6,"No","No","No","Public"
"433",433,433,180000,0.48,0,20,12500,0,1,2,2,2,1530,1,2,6,"No","Yes","No","Private"
"434",434,434,189900,0.33,0,14,11900,0,1,2,2,3,1756,0,2,8,"No","Yes","No","Public"
"435",435,435,435000,1,0,25,25000,0,0,2,3,2,4211,2,3.5,12,"No","No","No","Private"
"436",436,436,120000,2.6,0,10,20200,0,0,4,2,2,2206,1,2.5,7,"No","No","No","Private"
"437",437,437,163000,0.15,1,64,36000,0,0,4,2,3,1092,0,1,6,"Yes","No","No","Public"
"438",438,438,131000,2.8,0,114,28300,0,0,4,3,2,1594,0,1,10,"No","No","No","Private"
"439",439,439,126500,0.08,0,15,2100,0,0,2,2,3,1480,1,2.5,8,"No","No","No","Public"
"440",440,440,122500,0.14,0,15,3200,0,1,2,2,3,1480,1,1.5,4,"No","Yes","No","Public"
"441",441,441,425000,0.46,0,88,19700,0,1,2,2,2,3003,1,3.5,12,"No","Yes","No","Private"
"442",442,442,225000,0.63,0,54,9500,0,0,4,3,2,2164,0,1.5,7,"No","No","No","Private"
"443",443,443,209000,3.8,0,19,14400,0,0,4,3,2,1519,0,1,3,"No","No","No","Private"
"444",444,444,189100,0.46,0,15,15700,0,1,4,2,2,1604,1,2.5,4,"No","Yes","No","Private"
"445",445,445,285000,0.98,0,25,15900,0,0,3,4,2,1400,1,2,5,"No","No","No","Private"
"446",446,446,266600,1,0,12,20300,0,0,2,2,2,1752,0,1,7,"No","No","No","Private"
"447",447,447,80000,1,0,32,20300,0,0,3,4,2,880,0,1.5,6,"No","No","No","Private"
"448",448,448,225000,6.07,0,14,25700,0,0,4,2,2,1240,0,2,5,"No","No","No","Private"
"449",449,449,159000,0.03,0,17,18800,0,0,2,2,2,1514,1,1.5,8,"No","No","No","Private"
"450",450,450,119900,0.18,0,2,15000,0,1,2,2,3,840,0,1,6,"No","Yes","No","Public"
"451",451,451,130900,0.11,0,1,15000,0,1,2,2,3,840,0,1,3,"No","Yes","No","Public"
"452",452,452,194670,0.28,0,124,7400,0,0,2,2,3,2592,0,1.5,12,"No","No","No","Public"
"453",453,453,72000,0.18,0,121,7300,0,0,2,2,3,1010,0,1,7,"No","No","No","Public"
"454",454,454,144700,0.16,0,2,15000,0,0,2,2,3,1380,0,1.5,6,"No","No","No","Public"
"455",455,455,139500,0.15,0,3,15000,0,1,2,2,3,1366,0,1.5,8,"No","Yes","No","Public"
"456",456,456,319000,0.5,1,5,40200,0,1,2,2,3,1681,1,2.5,4,"Yes","Yes","No","Public"
"457",457,457,348000,3.68,0,14,27200,0,0,4,3,2,2037,1,2,9,"No","No","No","Private"
"458",458,458,189900,0.98,0,16,11200,0,0,4,3,2,2570,0,1.5,10,"No","No","No","Private"
"459",459,459,20000,0.52,0,59,8000,0,0,4,2,2,936,0,1,4,"No","No","No","Private"
"460",460,460,60000,0.01,0,13,1200,0,0,2,3,3,960,0,1.5,7,"No","No","No","Public"
"461",461,461,179500,0.91,0,11,3200,0,0,4,2,2,1352,1,1.5,5,"No","No","No","Private"
"462",462,462,133300,0.34,0,118,6200,0,0,2,3,3,1060,0,1,8,"No","No","No","Public"
"463",463,463,153000,2.06,0,6,40100,0,0,4,2,2,1508,0,2,5,"No","No","No","Private"
"464",464,464,111900,0.35,0,54,19600,0,0,4,2,2,1272,1,1.5,9,"No","No","No","Private"
"465",465,465,187000,0.47,0,18,18800,0,0,4,3,2,2389,0,3,11,"No","No","No","Private"
"466",466,466,158500,0.7,0,17,28800,0,0,2,2,2,1210,1,1,4,"No","No","No","Private"
"467",467,467,153000,0.39,0,52,21800,0,0,4,2,2,1230,1,1,6,"No","No","No","Private"
"468",468,468,190000,0.52,0,47,28100,0,0,4,2,2,1832,1,2,8,"No","No","No","Private"
"469",469,469,242000,1.27,0,27,34200,0,0,4,3,2,1854,1,1.5,8,"No","No","No","Private"
"470",470,470,234500,2,0,164,40000,0,0,4,2,2,2268,0,2.5,10,"No","No","No","Private"
"471",471,471,225000,0.68,0,29,28700,0,0,4,2,2,1807,1,1.5,8,"No","No","No","Private"
"472",472,472,165000,0.38,0,48,21300,0,0,2,2,2,1272,1,1.5,5,"No","No","No","Private"
"473",473,473,129900,0.28,0,12,4800,0,1,2,2,3,1560,1,1,8,"No","Yes","No","Public"
"474",474,474,315000,0.07,0,15,200,0,1,2,2,3,1863,1,3.5,7,"No","Yes","No","Public"
"475",475,475,129900,0.24,1,64,1400,0,0,4,2,2,1120,0,1,3,"Yes","No","No","Private"
"476",476,476,257000,0.26,0,15,700,0,1,2,2,3,1832,1,2.5,8,"No","Yes","No","Public"
"477",477,477,324000,3.64,0,0,7400,0,1,4,2,3,2092,1,2.5,8,"No","Yes","No","Public"
"478",478,478,520000,0.41,0,13,3100,0,0,4,2,3,2702,1,2.5,11,"No","No","No","Public"
"479",479,479,150414,0.46,0,32,5800,0,0,4,3,3,1040,1,1.5,5,"No","No","No","Public"
"480",480,480,290000,0.15,0,13,400,0,1,2,2,3,1758,1,2.5,6,"No","Yes","No","Public"
"481",481,481,112000,0.16,0,116,6800,0,0,4,2,3,2326,0,2,7,"No","No","No","Public"
"482",482,482,185000,1,0,13,13700,0,0,3,4,2,2340,0,1.5,8,"No","No","No","Private"
"483",483,483,295000,2.61,0,1,15700,0,0,4,3,2,2058,1,2.5,9,"No","No","No","Private"
"484",484,484,290000,1,1,33,21700,0,0,4,2,2,944,1,1,4,"Yes","No","No","Private"
"485",485,485,79900,0.19,0,44,9100,0,0,3,4,2,640,0,1,6,"No","No","No","Private"
"486",486,486,256000,0.83,0,6,14700,0,1,2,2,2,2353,1,2.5,8,"No","Yes","No","Private"
"487",487,487,245000,1,0,7,17800,0,0,2,3,2,2038,1,2.5,7,"No","No","No","Private"
"488",488,488,140000,0.42,0,32,18500,0,1,2,2,2,1469,0,1.5,9,"No","Yes","No","Private"
"489",489,489,272000,0.87,0,10,41100,0,0,2,2,3,2219,1,2,10,"No","No","No","Public"
"490",490,490,164000,0.68,0,16,19900,0,0,2,2,3,1774,0,2,7,"No","No","No","Public"
"491",491,491,182500,0.38,0,51,14600,0,1,4,2,2,1296,1,2,9,"No","Yes","No","Private"
"492",492,492,219900,1.1,0,124,20100,0,0,4,3,2,2289,1,1.5,9,"No","No","No","Private"
"493",493,493,325000,0.8,0,134,18100,0,0,2,2,2,2463,2,2.5,12,"No","No","No","Private"
"494",494,494,352000,0.95,0,2,49200,0,1,4,2,2,3126,0,2.5,12,"No","Yes","No","Private"
"495",495,495,315000,4.1,0,15,26600,0,0,4,3,2,2550,0,2.5,7,"No","No","No","Private"
"496",496,496,154000,0.34,0,49,13100,0,1,4,2,2,1182,0,1,6,"No","Yes","No","Private"
"497",497,497,199000,0.09,0,48,15800,0,1,4,2,2,1890,1,2,7,"No","Yes","No","Private"
"498",498,498,202000,1,0,12,500,0,0,4,2,1,1944,1,2.5,7,"No","No","No","None"
"499",499,499,292000,0.57,0,6,15000,0,0,2,2,3,2815,1,2.5,10,"No","No","No","Public"
"500",500,500,116600,1,0,11,34900,0,0,3,4,2,1040,1,2,7,"No","No","No","Private"
"501",501,501,155000,0.48,0,25,14400,0,0,4,2,2,1638,0,2,5,"No","No","No","Private"
"502",502,502,215000,0.14,0,13,21100,0,0,2,2,2,2206,1,2.5,9,"No","No","No","Private"
"503",503,503,373490,0.19,0,0,74800,1,0,2,2,3,3170,1,3.5,12,"No","No","Yes","Public"
"504",504,504,259142,0.5,0,0,74800,1,1,2,2,3,2328,1,2.5,10,"No","Yes","Yes","Public"
"505",505,505,293565,0.35,0,0,74800,1,0,2,2,3,2737,1,3,8,"No","No","Yes","Public"
"506",506,506,285558,0.21,0,0,32000,1,0,2,2,3,2879,0,3,8,"No","No","Yes","Public"
"507",507,507,273960,3.47,0,1,20300,1,1,2,2,2,2158,1,2,10,"No","Yes","Yes","Private"
"508",508,508,185000,0.55,0,11,19300,0,1,2,2,3,1336,1,2,7,"No","Yes","No","Public"
"509",509,509,190000,0.53,0,4,4200,0,0,2,2,3,1594,0,2.5,6,"No","No","No","Public"
"510",510,510,171000,0.54,0,11,18900,0,1,2,2,3,1603,0,1.5,4,"No","Yes","No","Public"
"511",511,511,208000,0.54,0,11,18900,0,1,2,2,3,2190,0,2.5,11,"No","Yes","No","Public"
"512",512,512,168000,0.32,0,10,10700,0,1,2,2,3,1478,1,2.5,5,"No","Yes","No","Public"
"513",513,513,165000,0.25,0,10,8400,0,1,2,2,3,1348,0,2,7,"No","Yes","No","Public"
"514",514,514,138500,0.32,0,36,8000,0,1,2,2,2,1558,1,1,6,"No","Yes","No","Private"
"515",515,515,179900,0.5,0,13,18300,0,0,2,2,3,1574,1,1.5,7,"No","No","No","Public"
"516",516,516,180000,0.04,0,13,16500,0,1,2,2,3,1612,0,2,7,"No","Yes","No","Public"
"517",517,517,112000,0.21,0,129,7300,0,0,2,3,3,1216,0,1,7,"No","No","No","Public"
"518",518,518,152000,0.17,0,124,6000,0,1,2,2,3,2256,0,1.5,8,"No","Yes","No","Public"
"519",519,519,100000,0.51,0,28,15000,0,0,4,2,2,1170,1,1.5,4,"No","No","No","Private"
"520",520,520,154000,0.17,0,29,4600,0,0,4,2,3,1456,0,2,6,"No","No","No","Public"
"521",521,521,133000,0.11,0,29,3900,0,0,3,4,3,1320,0,3,5,"No","No","No","Public"
"522",522,522,285000,0.14,0,14,20700,0,1,2,2,2,2076,1,2.5,10,"No","Yes","No","Private"
"523",523,523,138000,1,0,22,16800,0,0,3,4,2,1326,0,2,5,"No","No","No","Private"
"524",524,524,303000,0.18,0,20,20900,0,0,3,4,2,2240,1,2.5,10,"No","No","No","Private"
